id,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status
859738,7200, 36 months,11.99,239.11,B,5 years,MORTGAGE,31000,Source Verified,Fully Paid
870288,2200, 36 months,11.99,73.07,B,2 years,OWN,40000,Source Verified,Fully Paid
870271,12200, 60 months,10.99,190.21,B,6 years,RENT,64000,Source Verified,Charged Off
869297,35000, 60 months,16.89,554.76,D,6 years,MORTGAGE,114000,Verified,Current
870025,24000, 36 months,7.49,746.44,A,10+ years,MORTGAGE,131004,Source Verified,Fully Paid
870119,35000, 60 months,11.99,510.96,B,10+ years,MORTGAGE,93600,Verified,Current
870128,8000, 36 months,11.99,265.68,B,10+ years,MORTGAGE,85000,Source Verified,Fully Paid
870140,7000, 36 months,7.49,217.72,A,10+ years,RENT,55000,Not Verified,Charged Off
839272,3375, 60 months,17.99,85.69,E,7 years,OWN,21403.44,Not Verified,Fully Paid
862587,10000, 60 months,12.99,227.48,C,6 years,MORTGAGE,39996,Not Verified,Fully Paid
870177,13600, 36 months,10.99,445.19,B,3 years,OWN,53400,Source Verified,Fully Paid
870129,2400, 36 months,7.49,74.65,A,< 1 year,MORTGAGE,62400,Not Verified,Fully Paid
870112,30000, 36 months,16.49,1061.99,D,4 years,RENT,90000,Verified,Fully Paid
870130,6000, 36 months,10.59,195.27,B,6 years,MORTGAGE,32760,Not Verified,Fully Paid
870162,1250, 36 months,5.42,37.7,A,n/a,OWN,70000,Not Verified,Fully Paid
870061,25000, 36 months,7.49,777.55,A,3 years,MORTGAGE,53148,Verified,Charged Off
870090,8000, 36 months,15.23,278.23,C,6 years,MORTGAGE,52500,Verified,Fully Paid
870020,35000, 36 months,7.49,1088.56,A,5 years,MORTGAGE,96000,Source Verified,Fully Paid
870037,1500, 36 months,5.42,45.24,A,1 year,MORTGAGE,60000,Source Verified,Charged Off
870014,5400, 60 months,14.79,127.88,C,< 1 year,RENT,51996,Source Verified,Charged Off
867618,4000, 60 months,19.29,104.41,E,2 years,RENT,71000,Not Verified,Charged Off
869981,15000, 60 months,15.99,305.74,D,1 year,MORTGAGE,80000,Source Verified,Current
869932,19000, 60 months,17.49,326.52,D,6 years,RENT,55000,Source Verified,Fully Paid
868685,20000, 60 months,10.59,430.78,B,4 years,MORTGAGE,98000,Verified,Fully Paid
869901,8000, 36 months,5.99,243.34,A,4 years,RENT,110000,Verified,Fully Paid
869898,3500, 36 months,16.89,124.6,D,1 year,MORTGAGE,60000,Not Verified,Charged Off
848840,16000, 60 months,13.99,324.52,C,6 years,RENT,48000,Source Verified,Current
869878,8000, 36 months,5.99,243.34,A,n/a,MORTGAGE,32000,Not Verified,Fully Paid
869720,20000, 60 months,16.49,380.98,D,3 years,RENT,54000,Verified,Charged Off
869761,2200, 36 months,7.49,68.43,A,10+ years,MORTGAGE,45000,Not Verified,Charged Off
869785,15000, 36 months,7.49,466.53,A,1 year,RENT,35000,Not Verified,Fully Paid
869729,11500, 60 months,10.99,220.1,B,5 years,MORTGAGE,106000,Source Verified,Fully Paid
869736,2425, 36 months,8.49,76.55,A,< 1 year,RENT,36000,Not Verified,Fully Paid
869776,4000, 36 months,13.49,135.73,C,5 years,RENT,37200,Not Verified,Fully Paid
869762,4500, 36 months,7.49,139.96,A,10+ years,OWN,41500,Verified,Fully Paid
869722,3200, 36 months,16.49,113.28,D,5 years,RENT,60000,Source Verified,Charged Off
868759,20000, 60 months,10.59,290.24,B,1 year,RENT,39150,Verified,Fully Paid
869713,4000, 36 months,7.49,124.41,A,10+ years,RENT,95000,Not Verified,Fully Paid
842522,3000, 36 months,18.39,109.05,E,5 years,MORTGAGE,43000,Not Verified,Fully Paid
869696,17000, 36 months,11.99,564.57,B,10+ years,MORTGAGE,30000,Verified,Charged Off
869641,21000, 36 months,15.62,734.37,D,10+ years,MORTGAGE,59617.48,Source Verified,Fully Paid
869473,8600, 36 months,15.99,302.31,D,10+ years,RENT,35000,Not Verified,Fully Paid
867863,13000, 60 months,7.49,260.44,A,10+ years,MORTGAGE,65000,Not Verified,Current
869606,18000, 36 months,7.49,559.83,A,3 years,RENT,89004,Source Verified,Fully Paid
869561,14300, 60 months,20.62,383.82,F,1 year,RENT,30000,Source Verified,Charged Off
869602,5000, 36 months,11.49,164.86,B,7 years,RENT,200000,Source Verified,Fully Paid
869408,6000, 36 months,9.99,193.58,B,< 1 year,RENT,20400,Not Verified,Fully Paid
869566,6000, 36 months,10.59,195.27,B,< 1 year,RENT,50000,Source Verified,Fully Paid
869525,5225, 36 months,7.49,162.51,A,8 years,MORTGAGE,135000,Not Verified,Charged Off
869501,7800, 36 months,10.99,255.33,B,5 years,RENT,33000,Not Verified,Fully Paid
869505,3500, 36 months,10.99,114.57,B,< 1 year,RENT,62400,Not Verified,Fully Paid
869471,6000, 36 months,10.99,196.41,B,4 years,RENT,30000,Not Verified,Charged Off
869427,9600, 36 months,8.49,303.01,A,2 years,RENT,45000,Source Verified,Fully Paid
858319,15000, 36 months,5.42,452.4,A,3 years,MORTGAGE,72000,Not Verified,Fully Paid
861768,12000, 60 months,8.49,246.15,A,6 years,MORTGAGE,45000,Not Verified,Fully Paid
869344,8000, 60 months,16.89,198.35,D,10+ years,OWN,28600,Verified,Fully Paid
869377,18000, 36 months,6.99,555.71,A,5 years,MORTGAGE,86100,Verified,Fully Paid
869372,24000, 60 months,17.99,609.32,E,10+ years,RENT,72528,Verified,Fully Paid
869157,14800, 36 months,7.49,460.31,A,6 years,RENT,28800,Source Verified,Fully Paid
869295,2500, 36 months,16.49,88.5,D,n/a,MORTGAGE,70000,Source Verified,Fully Paid
869280,8000, 36 months,12.99,269.52,C,2 years,RENT,40000,Not Verified,Fully Paid
868413,30000, 60 months,13.49,440.54,C,6 years,RENT,46000,Verified,Fully Paid
867431,4800, 36 months,5.99,146.01,A,5 years,MORTGAGE,20000,Verified,Fully Paid
869068,28000, 60 months,11.99,395.87,B,3 years,MORTGAGE,133000,Verified,Fully Paid
869189,5500, 36 months,7.49,171.06,A,n/a,MORTGAGE,34200,Not Verified,Fully Paid
869186,32400, 60 months,22.85,744.77,G,3 years,OWN,63000,Verified,Charged Off
869148,10000, 36 months,9.99,322.63,B,3 years,RENT,39580.8,Source Verified,Fully Paid
869188,14000, 60 months,12.99,318.48,C,10+ years,MORTGAGE,110000,Source Verified,Fully Paid
869138,4800, 60 months,11.99,106.75,B,1 year,RENT,29004,Source Verified,Current
869178,6000, 36 months,5.42,180.96,A,7 years,OWN,24000,Verified,Fully Paid
869179,3500, 36 months,7.49,108.86,A,10+ years,MORTGAGE,63000,Not Verified,Fully Paid
869119,8000, 36 months,5.99,243.34,A,4 years,MORTGAGE,79000,Not Verified,Fully Paid
868157,20000, 60 months,11.49,439.76,B,10+ years,OWN,80000,Verified,Current
869113,15000, 60 months,17.49,376.76,D,n/a,RENT,40000,Verified,Charged Off
866840,13500, 36 months,8.49,426.1,A,< 1 year,MORTGAGE,117500,Not Verified,Fully Paid
869079,19600, 60 months,16.49,372.38,D,1 year,RENT,50400,Source Verified,Fully Paid
866486,4650, 36 months,9.99,150.03,B,n/a,RENT,22392,Verified,Fully Paid
869064,3000, 36 months,11.99,99.63,B,3 years,MORTGAGE,50496,Not Verified,Fully Paid
869076,6000, 36 months,7.49,186.61,A,6 years,MORTGAGE,97000,Not Verified,Fully Paid
868007,28000, 36 months,7.49,870.85,A,3 years,MORTGAGE,75600,Source Verified,Fully Paid
866531,14675, 60 months,12.99,333.83,C,6 years,RENT,38004,Verified,Fully Paid
868862,4200, 60 months,17.49,105.5,D,10+ years,RENT,60000,Verified,Late (31-120 days)
869019,15000, 60 months,16.49,368.69,D,2 years,RENT,48716,Verified,Current
868369,12000, 60 months,8.49,246.15,A,5 years,RENT,65000,Not Verified,Fully Paid
868943,6400, 36 months,8.49,202.01,A,2 years,RENT,62758,Source Verified,Fully Paid
868972,16000, 60 months,12.99,363.97,C,1 year,MORTGAGE,100000,Verified,Fully Paid
868932,35000, 60 months,16.49,685.15,D,10+ years,MORTGAGE,106000,Verified,Current
868937,4800, 36 months,10.99,157.13,B,10+ years,OWN,120000,Source Verified,Fully Paid
868936,6475, 36 months,6.99,199.9,A,4 years,RENT,92000,Source Verified,Charged Off
868562,20000, 60 months,11.99,399.76,B,10+ years,MORTGAGE,55800,Verified,Fully Paid
866028,24000, 60 months,14.79,568.32,C,3 years,MORTGAGE,72000,Verified,Fully Paid
868417,8000, 36 months,15.99,281.22,D,10+ years,RENT,143400,Verified,Fully Paid
868293,5000, 60 months,8.49,102.56,A,4 years,MORTGAGE,105000,Not Verified,Current
868853,9600, 36 months,11.49,316.53,B,2 years,MORTGAGE,126000,Verified,Fully Paid
868847,9000, 36 months,9.99,290.37,B,10+ years,MORTGAGE,51000,Verified,Fully Paid
868879,8000, 36 months,5.42,241.28,A,5 years,MORTGAGE,90000,Not Verified,Fully Paid
868836,9000, 36 months,10.59,292.91,B,2 years,RENT,72500,Source Verified,Fully Paid
863858,20000, 36 months,6.99,617.46,A,10+ years,MORTGAGE,60000,Source Verified,Fully Paid
867974,14000, 36 months,11.49,461.6,B,1 year,RENT,76500,Not Verified,Fully Paid
868797,1000, 36 months,15.23,34.78,C,2 years,MORTGAGE,72000,Source Verified,Fully Paid
868784,6000, 36 months,11.49,197.83,B,1 year,OWN,35000,Not Verified,Charged Off
868702,3700, 36 months,5.99,112.55,A,2 years,MORTGAGE,70000,Not Verified,Fully Paid
861214,35000, 60 months,10.99,514.64,B,2 years,MORTGAGE,90000,Verified,Fully Paid
868715,6500, 36 months,10.99,212.78,B,1 year,MORTGAGE,55000,Not Verified,Fully Paid
868716,4000, 36 months,5.42,120.64,A,1 year,RENT,65000,Not Verified,Fully Paid
866933,15000, 60 months,13.49,345.08,C,10+ years,MORTGAGE,107000,Not Verified,Current
868669,1325, 36 months,14.79,45.8,C,5 years,RENT,51500,Source Verified,Fully Paid
868596,15000, 36 months,11.49,494.57,B,n/a,MORTGAGE,109000,Verified,Fully Paid
868443,3200, 36 months,5.42,96.52,A,10+ years,MORTGAGE,63996,Not Verified,Fully Paid
868590,19000, 36 months,13.49,644.68,C,10+ years,MORTGAGE,115000,Verified,Fully Paid
868580,20000, 60 months,9.99,424.85,B,2 years,MORTGAGE,87500,Verified,Fully Paid
868619,2200, 36 months,11.49,72.54,B,10+ years,MORTGAGE,50123,Not Verified,Fully Paid
868573,21750, 60 months,18.79,408.04,E,2 years,MORTGAGE,47000,Verified,Fully Paid
868500,8000, 36 months,6.99,246.99,A,< 1 year,MORTGAGE,93000,Source Verified,Fully Paid
868539,15000, 36 months,8.49,473.45,A,n/a,RENT,47000,Verified,Fully Paid
868540,35000, 60 months,12.99,531.74,C,4 years,MORTGAGE,155000,Verified,Fully Paid
868411,11000, 36 months,5.42,331.76,A,10+ years,MORTGAGE,105000,Verified,Fully Paid
868512,16800, 60 months,11.99,373.63,B,3 years,MORTGAGE,140000,Verified,Fully Paid
868396,4000, 36 months,18.79,146.2,E,3 years,RENT,72000,Source Verified,Fully Paid
868458,5200, 36 months,15.23,180.85,C,4 years,MORTGAGE,35000,Verified,Fully Paid
868392,7000, 36 months,10.99,229.14,B,2 years,RENT,30000,Not Verified,Charged Off
868438,13000, 36 months,15.99,456.98,D,3 years,RENT,120000,Not Verified,Charged Off
867417,20000, 36 months,11.99,664.2,B,10+ years,OWN,58000,Verified,Fully Paid
868166,10500, 60 months,18.39,268.87,E,1 year,MORTGAGE,80000,Not Verified,Fully Paid
868348,19425, 36 months,11.99,645.1,B,1 year,RENT,54000,Verified,Fully Paid
811962,12000, 36 months,6.99,370.48,A,3 years,MORTGAGE,120000,Verified,Charged Off
868355,7000, 36 months,5.42,211.12,A,10+ years,MORTGAGE,93000,Not Verified,Fully Paid
868305,4200, 36 months,5.42,126.68,A,8 years,MORTGAGE,75000,Source Verified,Fully Paid
868277,17000, 60 months,11.49,238.02,B,10+ years,RENT,48000,Not Verified,Fully Paid
868280,2400, 36 months,5.99,73.01,A,5 years,RENT,23000,Source Verified,Fully Paid
868274,2500, 36 months,10.59,81.37,B,6 years,RENT,33000,Source Verified,Fully Paid
868268,5600, 36 months,5.42,168.9,A,10+ years,MORTGAGE,70000,Source Verified,Fully Paid
827283,30000, 60 months,11.49,424.92,B,2 years,MORTGAGE,159996,Verified,Charged Off
867692,35000, 60 months,18.39,896.22,E,n/a,MORTGAGE,80000,Source Verified,Fully Paid
868255,14400, 60 months,19.29,375.85,E,6 years,OWN,150000,Source Verified,Fully Paid
868224,9500, 36 months,7.49,295.47,A,7 years,RENT,40000,Verified,Fully Paid
867771,1200, 36 months,13.99,41.01,C,9 years,RENT,36000,Not Verified,Fully Paid
868236,10000, 36 months,5.99,304.18,A,10+ years,RENT,84000,Not Verified,Fully Paid
865714,5650, 36 months,5.42,170.41,A,10+ years,MORTGAGE,48000,Not Verified,Fully Paid
868146,26400, 60 months,10.59,371.54,B,4 years,MORTGAGE,125000,Verified,Current
864473,8000, 36 months,11.99,265.68,B,< 1 year,RENT,26000,Source Verified,Fully Paid
868217,13500, 36 months,7.49,419.88,A,1 year,RENT,64402,Source Verified,Fully Paid
867418,6200, 36 months,5.99,188.59,A,10+ years,MORTGAGE,76800,Not Verified,Fully Paid
868215,24000, 36 months,5.99,730.02,A,n/a,MORTGAGE,70000,Verified,Fully Paid
867325,5000, 36 months,6.99,154.37,A,8 years,RENT,21648,Not Verified,Fully Paid
867909,29600, 60 months,13.49,442.27,C,n/a,OWN,56948,Source Verified,Fully Paid
862592,16800, 36 months,11.99,557.93,B,10+ years,MORTGAGE,60000,Verified,Fully Paid
868133,5000, 36 months,10.59,162.73,B,10+ years,MORTGAGE,65000,Not Verified,Fully Paid
867266,20000, 60 months,11.99,444.79,B,10+ years,MORTGAGE,65000,Verified,Fully Paid
868112,5000, 36 months,10.59,162.73,B,n/a,OWN,42000,Not Verified,Fully Paid
858274,14400, 36 months,12.99,485.13,C,10+ years,MORTGAGE,117600,Source Verified,Fully Paid
868171,16000, 60 months,12.99,274.12,C,< 1 year,RENT,48000,Source Verified,Current
868042,4000, 36 months,10.59,130.18,B,7 years,MORTGAGE,37000,Not Verified,Fully Paid
853470,12000, 60 months,8.49,246.15,A,6 years,OWN,60000,Source Verified,Fully Paid
864050,1500, 36 months,13.99,51.26,C,7 years,RENT,40000,Source Verified,Fully Paid
868103,12500, 36 months,5.42,377,A,2 years,RENT,182500,Verified,Fully Paid
868024,2000, 36 months,12.99,67.38,C,10+ years,MORTGAGE,51024,Source Verified,Fully Paid
867295,20000, 60 months,16.49,491.59,D,10+ years,MORTGAGE,58500,Verified,Charged Off
867853,6000, 60 months,8.49,123.08,A,4 years,MORTGAGE,33996,Not Verified,Fully Paid
868075,12600, 60 months,11.99,280.22,B,6 years,RENT,54000,Not Verified,Charged Off
868017,25000, 60 months,11.99,555.99,B,10+ years,RENT,52000,Verified,Fully Paid
868012,4800, 60 months,21.74,131.87,F,3 years,OWN,48960,Source Verified,Charged Off
867996,22350, 60 months,10.59,351.62,B,n/a,MORTGAGE,55000,Source Verified,Current
867979,10000, 36 months,11.49,329.72,B,4 years,OWN,38400,Source Verified,Charged Off
861467,3000, 36 months,12.99,101.07,C,3 years,RENT,19200,Source Verified,Fully Paid
867876,2500, 60 months,12.99,56.87,C,5 years,RENT,46072,Not Verified,Charged Off
867968,21000, 36 months,10.99,687.42,B,6 years,MORTGAGE,127000,Source Verified,Fully Paid
866058,15000, 60 months,17.49,376.76,D,10+ years,MORTGAGE,120000,Verified,Fully Paid
787255,20000, 36 months,10.99,654.68,B,10+ years,RENT,51996,Verified,Fully Paid
867278,16000, 36 months,11.99,531.36,B,10+ years,MORTGAGE,69600,Verified,Fully Paid
867848,3000, 36 months,5.99,91.26,A,n/a,OWN,16620,Verified,Fully Paid
867857,30000, 36 months,11.49,989.14,B,3 years,MORTGAGE,120000,Source Verified,Fully Paid
812939,18000, 60 months,10.59,290.24,B,5 years,RENT,68000,Source Verified,Fully Paid
867893,14300, 60 months,16.49,351.49,D,1 year,RENT,85000,Verified,Charged Off
837872,16000, 60 months,15.99,389.01,D,2 years,MORTGAGE,111000,Not Verified,Fully Paid
867657,35000, 60 months,18.39,680.49,E,6 years,MORTGAGE,125000,Verified,Fully Paid
867836,18250, 36 months,7.49,567.61,A,6 years,MORTGAGE,37000,Verified,Fully Paid
867884,7300, 36 months,8.49,230.41,A,10+ years,RENT,96000,Not Verified,Fully Paid
867879,14400, 60 months,11.49,246.27,B,3 years,RENT,45000,Source Verified,Charged Off
866203,15000, 60 months,17.99,380.82,E,1 year,RENT,45000,Not Verified,Current
867869,1400, 36 months,5.99,42.59,A,4 years,MORTGAGE,92000,Not Verified,Fully Paid
867829,15000, 60 months,16.49,368.69,D,10+ years,MORTGAGE,66000,Not Verified,Charged Off
867809,18500, 36 months,7.49,575.39,A,< 1 year,RENT,75000,Source Verified,Fully Paid
867808,5000, 36 months,17.49,179.49,D,5 years,OWN,42000,Not Verified,Fully Paid
867826,32000, 60 months,13.49,621.13,C,3 years,MORTGAGE,120000,Verified,Charged Off
867802,12000, 60 months,12.99,272.98,C,5 years,RENT,81500,Not Verified,Current
867821,28000, 60 months,11.99,449.8,B,1 year,MORTGAGE,128000,Verified,Fully Paid
866786,22250, 36 months,23.22,863.85,G,3 years,RENT,95000,Verified,Fully Paid
867756,35000, 60 months,22.48,976.24,G,8 years,MORTGAGE,110000,Verified,Charged Off
867780,4500, 36 months,8.49,142.04,A,5 years,RENT,60000,Not Verified,Charged Off
867738,1000, 36 months,11.49,32.98,B,10+ years,RENT,56000,Not Verified,Fully Paid
867729,20400, 60 months,18.39,522.37,E,7 years,RENT,61173,Verified,Fully Paid
867728,35000, 60 months,10.99,529.86,B,10+ years,MORTGAGE,75000,Verified,Fully Paid
865523,21500, 36 months,16.89,765.36,D,5 years,RENT,65000,Verified,Charged Off
867707,9200, 60 months,13.99,214.03,C,6 years,RENT,46572,Source Verified,Fully Paid
867710,35000, 60 months,11.99,778.38,B,4 years,MORTGAGE,74000,Verified,Fully Paid
867695,6000, 36 months,5.42,180.96,A,4 years,RENT,24000,Not Verified,Fully Paid
866174,27000, 60 months,11.49,593.67,B,4 years,MORTGAGE,86000,Verified,Fully Paid
867690,11000, 36 months,10.99,360.08,B,4 years,MORTGAGE,80000,Not Verified,Fully Paid
867685,35000, 60 months,18.79,628.85,E,10+ years,MORTGAGE,124500,Verified,Charged Off
857942,12000, 36 months,5.99,365.01,A,10+ years,MORTGAGE,60000,Source Verified,Fully Paid
867640,19200, 60 months,16.49,428.91,D,4 years,MORTGAGE,135000,Verified,Fully Paid
864475,4350, 36 months,10.99,142.4,B,< 1 year,RENT,50000,Not Verified,Fully Paid
867616,7800, 36 months,15.99,274.19,D,n/a,OWN,50000,Source Verified,Fully Paid
867595,10000, 36 months,15.99,351.53,D,1 year,RENT,72000,Not Verified,Fully Paid
864168,18000, 36 months,12.99,606.41,C,10+ years,MORTGAGE,60000,Verified,Fully Paid
867569,27000, 60 months,18.39,550.54,E,10+ years,RENT,73992,Verified,Charged Off
867508,8500, 36 months,8.49,268.29,A,2 years,RENT,27000,Verified,Charged Off
867565,7200, 36 months,7.49,223.94,A,8 years,RENT,18200,Verified,Fully Paid
867531,35000, 60 months,11.49,552.99,B,10+ years,MORTGAGE,144000,Verified,Current
847828,9000, 36 months,5.99,273.76,A,10+ years,MORTGAGE,64000,Not Verified,Fully Paid
860483,15250, 60 months,11.99,339.16,B,3 years,RENT,30000,Verified,Charged Off
867393,24925, 60 months,11.99,554.32,B,8 years,MORTGAGE,45000,Verified,Charged Off
867495,20000, 36 months,7.49,622.04,A,2 years,MORTGAGE,180000,Source Verified,Fully Paid
867485,5000, 36 months,7.49,155.51,A,7 years,MORTGAGE,42000,Not Verified,Fully Paid
867442,6000, 36 months,5.42,180.96,A,4 years,MORTGAGE,92259,Source Verified,Fully Paid
867449,3825, 36 months,5.42,115.37,A,3 years,RENT,85000,Not Verified,Fully Paid
867445,5000, 36 months,6.99,154.37,A,4 years,RENT,39000,Not Verified,Fully Paid
867397,25000, 60 months,19.29,652.51,E,10+ years,RENT,80000,Verified,Current
866894,1000, 36 months,5.99,30.42,A,2 years,MORTGAGE,115000,Source Verified,Fully Paid
867403,8000, 36 months,13.99,273.39,C,3 years,OWN,150000,Not Verified,Fully Paid
867425,20000, 36 months,8.49,631.26,A,5 years,MORTGAGE,51000,Verified,Fully Paid
867399,10175, 36 months,12.99,342.79,C,3 years,RENT,158000,Not Verified,Charged Off
867392,5000, 36 months,11.49,164.86,B,3 years,RENT,30000,Not Verified,Fully Paid
867416,15000, 60 months,21.36,408.85,F,4 years,RENT,40000,Verified,Charged Off
867387,14000, 36 months,10.99,458.28,B,2 years,MORTGAGE,125000,Not Verified,Fully Paid
864607,7600, 60 months,15.99,184.78,D,2 years,RENT,48000,Source Verified,Current
864038,4000, 36 months,10.59,130.18,B,< 1 year,RENT,42000,Source Verified,Fully Paid
866368,5600, 36 months,5.42,168.9,A,5 years,OWN,27000,Verified,Fully Paid
867370,2500, 36 months,15.99,87.89,D,10+ years,MORTGAGE,60000,Source Verified,Fully Paid
863089,30000, 60 months,12.99,525.48,C,8 years,MORTGAGE,80004,Verified,Current
867339,6750, 36 months,10.99,220.96,B,1 year,MORTGAGE,60000,Source Verified,Fully Paid
860528,6000, 36 months,12.99,202.14,C,8 years,MORTGAGE,58000,Not Verified,Fully Paid
854575,9000, 36 months,11.49,296.75,B,10+ years,MORTGAGE,35000,Verified,Fully Paid
862967,6200, 36 months,8.49,195.7,A,4 years,RENT,56000,Not Verified,Fully Paid
867296,35000, 60 months,11.49,496.92,B,3 years,MORTGAGE,170000,Source Verified,Current
867290,3700, 36 months,6.99,114.23,A,n/a,RENT,48000,Not Verified,Fully Paid
865483,2000, 36 months,6.99,61.75,A,8 years,OWN,56000,Not Verified,Fully Paid
859342,5000, 60 months,17.49,125.59,D,7 years,RENT,29162.92,Verified,Current
867209,13000, 36 months,5.42,392.08,A,5 years,MORTGAGE,102000,Source Verified,Fully Paid
867207,6000, 36 months,8.49,189.38,A,7 years,MORTGAGE,100000,Not Verified,Fully Paid
867194,35000, 36 months,17.49,1256.4,D,1 year,MORTGAGE,190000,Verified,Fully Paid
867191,20000, 36 months,8.49,631.26,A,10+ years,MORTGAGE,63000,Verified,Fully Paid
867150,35000, 36 months,15.99,1230.33,D,10+ years,MORTGAGE,97000,Verified,Fully Paid
797136,6000, 36 months,5.99,182.51,A,1 year,RENT,51000,Source Verified,Fully Paid
867052,2500, 36 months,7.49,77.76,A,< 1 year,RENT,119004,Not Verified,Fully Paid
861835,18000, 60 months,16.49,442.43,D,5 years,RENT,103000,Verified,Charged Off
843031,24000, 36 months,7.49,746.44,A,< 1 year,MORTGAGE,85000,Verified,Fully Paid
866975,25000, 60 months,10.59,352.7,B,7 years,MORTGAGE,88000,Source Verified,Fully Paid
866954,30000, 36 months,15.62,1049.1,D,10+ years,MORTGAGE,200000,Source Verified,Fully Paid
866970,4200, 36 months,12.99,141.5,C,10+ years,OWN,35000,Not Verified,Fully Paid
866943,8600, 60 months,15.99,209.09,D,6 years,MORTGAGE,42100,Source Verified,Current
865863,3200, 36 months,8.49,101.01,A,3 years,OWN,50000,Not Verified,Fully Paid
866923,14600, 60 months,21.36,397.95,F,6 years,RENT,61200,Not Verified,Current
866814,4600, 36 months,14.79,158.99,C,< 1 year,RENT,30000,Source Verified,Fully Paid
866873,6225, 36 months,10.99,203.77,B,2 years,RENT,63250,Not Verified,Fully Paid
866795,35000, 36 months,11.49,1154,B,3 years,RENT,165000,Verified,Fully Paid
866837,10000, 36 months,12.99,336.9,C,5 years,RENT,42000,Not Verified,Fully Paid
863561,20000, 60 months,18.39,380.26,E,10+ years,MORTGAGE,117000,Verified,Fully Paid
857169,20000, 36 months,11.99,664.2,B,7 years,RENT,65004,Verified,Fully Paid
866812,25600, 36 months,5.99,778.69,A,10+ years,MORTGAGE,192000,Verified,Fully Paid
866538,16800, 36 months,5.42,506.69,A,1 year,MORTGAGE,115000,Verified,Fully Paid
866699,15000, 60 months,11.99,333.6,B,8 years,MORTGAGE,88712,Source Verified,Fully Paid
866746,20000, 36 months,6.99,617.46,A,5 years,RENT,162000,Verified,Fully Paid
863878,20000, 60 months,20.25,532.67,F,4 years,MORTGAGE,120000,Verified,Current
866587,10000, 36 months,8.49,315.63,A,10+ years,RENT,35000,Not Verified,Fully Paid
864657,14000, 60 months,20.99,378.67,F,3 years,RENT,90000,Not Verified,Fully Paid
866671,4800, 36 months,8.49,151.51,A,< 1 year,RENT,33600,Verified,Fully Paid
864821,20000, 60 months,16.89,495.87,D,4 years,MORTGAGE,45000,Verified,Fully Paid
866594,8000, 36 months,9.99,258.1,B,4 years,MORTGAGE,100000,Not Verified,Fully Paid
847089,25000, 60 months,17.99,634.7,E,< 1 year,MORTGAGE,102000,Verified,Charged Off
866635,16000, 36 months,11.99,531.36,B,2 years,RENT,96000,Verified,Fully Paid
863733,12000, 36 months,5.99,365.01,A,3 years,MORTGAGE,77000,Source Verified,Fully Paid
866551,3000, 36 months,7.49,93.31,A,10+ years,MORTGAGE,110400,Not Verified,Fully Paid
866506,15000, 60 months,16.49,368.69,D,2 years,RENT,50004,Not Verified,Late (31-120 days)
866493,7500, 36 months,9.99,241.97,B,8 years,RENT,30000,Source Verified,Charged Off
865104,4800, 36 months,11.99,159.41,B,1 year,RENT,29534,Source Verified,Fully Paid
864414,15000, 36 months,11.49,494.57,B,10+ years,RENT,121000,Source Verified,Fully Paid
865845,10000, 60 months,11.49,219.88,B,2 years,RENT,60000,Verified,Current
866411,1850, 36 months,11.99,61.44,B,< 1 year,RENT,42000,Verified,Fully Paid
866452,30000, 60 months,10.99,428.23,B,10+ years,RENT,165000,Verified,Fully Paid
866400,6625, 36 months,15.23,230.41,C,10+ years,MORTGAGE,40269,Not Verified,Fully Paid
822051,6000, 36 months,5.42,180.96,A,5 years,MORTGAGE,32000,Source Verified,Fully Paid
866441,15000, 60 months,8.49,307.68,A,10+ years,MORTGAGE,48000,Source Verified,Fully Paid
866387,8000, 36 months,5.99,243.34,A,< 1 year,RENT,75000,Source Verified,Fully Paid
844775,35000, 60 months,16.49,666.72,D,3 years,RENT,98000,Verified,Current
866429,20000, 60 months,15.23,478.22,C,10+ years,MORTGAGE,60000,Verified,Charged Off
866216,3000, 60 months,8.49,61.54,A,10+ years,MORTGAGE,52800,Not Verified,Fully Paid
866421,6400, 36 months,9.99,206.48,B,10+ years,RENT,33000,Source Verified,Fully Paid
861361,19000, 60 months,10.99,266.29,B,10+ years,MORTGAGE,75000,Not Verified,Charged Off
864082,33950, 60 months,9.99,464.15,B,n/a,MORTGAGE,50000,Verified,Fully Paid
866099,8000, 36 months,10.59,260.36,B,3 years,MORTGAGE,102500,Not Verified,Fully Paid
866131,7000, 60 months,15.23,167.38,C,2 years,MORTGAGE,65000,Source Verified,Fully Paid
866257,10000, 60 months,16.49,245.8,D,7 years,MORTGAGE,100008,Verified,Fully Paid
815200,12000, 60 months,9.99,254.91,B,10+ years,MORTGAGE,71000,Verified,Fully Paid
852107,7000, 36 months,10.59,227.82,B,2 years,RENT,52000,Not Verified,Fully Paid
866005,3000, 36 months,11.49,98.92,B,10+ years,RENT,42000,Not Verified,Charged Off
866219,25975, 36 months,16.89,924.66,D,5 years,MORTGAGE,80000,Source Verified,Fully Paid
866217,2400, 36 months,13.49,81.44,C,1 year,RENT,50000,Not Verified,Fully Paid
866160,4600, 36 months,11.49,151.67,B,6 years,RENT,50000,Verified,Fully Paid
866150,6000, 36 months,7.49,186.61,A,2 years,MORTGAGE,72000,Not Verified,Fully Paid
866103,14400, 36 months,17.99,520.53,E,1 year,RENT,74000,Not Verified,Fully Paid
